battle_participant_id,battle_id,trainer_id,team_side,pokemonid,slot_number,is_winner,fainted_flag,venue_type_match_flag,trainer_type_match_flag,venue_resistance_multiplier,base_power,adjusted_power,is_mvp_flag
BP0010633,B002928,T0140,home,17,1,0,1,0,1,1.0,368.22,394.32,0
BP0010634,B002928,T0140,home,178,2,0,1,0,1,1.0,495.75,531.16,0
BP0010635,B002928,T0140,home,519,3,0,1,0,1,1.0,278.56,298.89,0
BP0010636,B002928,T0125,away,510,1,1,1,0,0,1.0,471.46,489.34,0
BP0010637,B002928,T0125,away,227,2,1,0,0,1,0.5,490.05,551.39,1
BP0010638,B002928,T0125,away,680,3,1,1,0,1,0.5,471.45,532.48,0
BP0010639,B002929,T0018,home,766,1,1,0,0,0,2.0,518.7,529.4,1
BP0010640,B002929,T0018,home,79,2,1,1,1,1,0.5,329.75,402.96,0
BP0010641,B002929,T0002,away,667,1,0,0,0,0,1.0,389.48,405.92,0
BP0010642,B002929,T0002,away,597,2,0,1,0,1,0.5,316.95,357.56,0
BP0010643,B002930,T0027,home,38,1,0,1,1,0,0.5,533.21,639.02,0
BP0010644,B002930,T0027,home,769,2,0,0,0,1,1.0,334.15,385.8,0
BP0010645,B002930,T0122,away,195,1,1,0,0,0,0.5,450.0,485.78,1
BP0010646,B002930,T0122,away,328,2,1,0,0,0,1.0,303.7,304.19,0
BP0010647,B002930,T0122,away,271,3,1,0,0,1,1.0,357.3,385.05,0
BP0010648,B002931,T0024,home,731,1,1,0,0,1,1.0,282.05,309.83,0
BP0010649,B002931,T0024,home,334,2,1,0,0,1,1.0,617.65,643.18,1
BP0010650,B002931,T0138,away,677,1,0,1,0,1,1.0,374.3,390.73,0
BP0010651,B002931,T0138,away,432,2,0,0,0,0,1.0,478.75,481.81,0
BP0010652,B002932,T0070,home,770,1,1,0,0,1,1.0,501.95,539.59,1
BP0010653,B002932,T0070,home,57,2,1,0,0,0,1.0,481.55,488.69,0
BP0010654,B002932,T0154,away,276,1,0,1,0,1,1.0,288.1,306.01,0
BP0010655,B002932,T0154,away,780,2,0,1,0,1,1.0,508.57,539.58,0
BP0010656,B002933,T0148,home,177,1,0,1,0,0,1.0,338.25,374.68,0
BP0010657,B002933,T0153,away,564,1,1,0,0,0,1.0,371.73,413.38,1
BP0010658,B002934,T0084,home,444,1,0,1,1,1,1.0,433.69,520.99,0
BP0010659,B002934,T0084,home,246,2,0,1,1,1,2.0,315.04,378.84,0
BP0010660,B002934,T0084,home,208,3,0,0,1,1,2.0,638.85,713.53,0
BP0010661,B002934,T0123,away,760,1,1,1,0,0,1.0,527.2,551.43,0
BP0010662,B002934,T0123,away,670,2,1,1,0,1,1.0,582.14,609.13,1
BP0010663,B002934,T0123,away,528,3,1,1,0,0,0.25,450.94,488.56,0
BP0010664,B002935,T0028,home,373,1,1,1,0,1,1.0,737.25,765.98,1
BP0010665,B002935,T0028,home,475,2,1,0,0,0,1.0,653.55,667.08,0
BP0010666,B002935,T0067,away,500,1,0,0,0,0,1.0,554.39,556.05,0
BP0010667,B002935,T0067,away,197,2,0,1,0,0,1.0,549.25,558.31,0
BP0010668,B002936,T0173,home,290,1,0,1,0,1,2.0,280.45,321.98,0
BP0010669,B002936,T0127,away,593,1,1,1,1,1,0.5,504.25,580.06,1
BP0010670,B002937,T0093,home,423,1,1,0,0,1,1.0,496.69,552.2,1
BP0010671,B002937,T0093,home,771,2,1,0,0,1,1.0,424.65,466.3,0
BP0010672,B002937,T0169,away,284,1,0,1,0,0,1.0,479.2,498.31,0
BP0010673,B002937,T0169,away,77,2,0,1,0,1,0.5,433.35,477.59,0
BP0010674,B002938,T0068,home,18,1,1,0,1,1,1.0,612.47,702.15,1
BP0010675,B002938,T0068,home,667,2,1,1,1,1,1.0,389.48,459.47,0
BP0010676,B002938,T0170,away,480,1,0,1,0,0,1.0,607.65,641.97,0
BP0010677,B002938,T0170,away,331,2,0,1,0,0,1.0,350.5,391.48,0
BP0010678,B002939,T0134,home,560,1,0,1,0,1,1.0,511.16,536.26,0
BP0010679,B002939,T0134,home,354,2,0,0,0,0,1.0,584.55,602.32,0
BP0010680,B002939,T0051,away,131,1,1,0,1,0,0.5,560.25,616.55,1
BP0010681,B002939,T0051,away,103,2,1,0,0,1,0.5,554.4,579.12,0
BP0010682,B002940,T0168,home,748,1,0,1,0,1,2.0,514.34,570.9,0
BP0010683,B002940,T0168,home,320,2,0,1,0,0,2.0,421.05,464.12,0
BP0010684,B002940,T0048,away,375,1,1,1,0,1,1.0,440.0,487.02,0
BP0010685,B002940,T0048,away,395,2,1,1,0,0,2.0,555.33,572.58,1
BP0010686,B002941,T0063,home,306,1,0,1,0,1,0.25,662.2,740.48,0
BP0010687,B002941,T0063,home,552,2,0,0,0,0,0.5,371.69,417.81,0
BP0010688,B002941,T0025,away,465,1,1,0,0,0,2.0,561.05,561.31,0
BP0010689,B002941,T0025,away,475,2,1,0,0,0,1.0,653.55,679.87,1
BP0010690,B002942,T0027,home,623,1,0,1,0,1,2.0,507.97,536.25,0
BP0010691,B002942,T0027,home,667,2,0,1,0,0,0.5,389.48,438.54,0
BP0010692,B002942,T0027,home,459,3,0,0,1,0,1.0,349.76,409.3,0
BP0010693,B002942,T0148,away,584,1,1,0,1,1,0.5,561.58,635.26,1
BP0010694,B002942,T0148,away,166,2,1,0,0,0,2.0,412.85,421.58,0
BP0010695,B002942,T0148,away,55,3,1,1,0,0,0.5,525.8,559.72,0
BP0010696,B002943,T0137,home,86,1,0,1,1,1,0.5,340.75,443.17,0
BP0010697,B002943,T0067,away,514,1,1,1,0,0,2.0,524.86,501.08,1
BP0010698,B002944,T0096,home,266,1,0,0,0,1,1.0,214.85,247.01,0
BP0010699,B002944,T0096,home,214,2,0,1,0,1,1.0,633.55,656.11,0
BP0010700,B002944,T0096,home,637,3,0,0,0,1,0.5,582.3,627.99,0
BP0010701,B002944,T0048,away,574,1,1,0,0,1,1.0,305.3,351.67,0
BP0010702,B002944,T0048,away,346,2,1,0,0,0,2.0,516.29,521.25,0
BP0010703,B002944,T0048,away,127,3,1,1,0,0,1.0,634.25,664.15,1
BP0010704,B002945,T0167,home,318,1,0,1,0,0,2.0,323.25,324.4,0
BP0010705,B002945,T0024,away,85,1,1,0,0,1,0.5,498.5,546.15,1
BP0010706,B002946,T0141,home,237,1,1,0,0,0,1.0,479.0,509.75,0
BP0010707,B002946,T0141,home,531,2,1,0,1,1,1.0,568.85,635.26,1
BP0010708,B002946,T0072,away,371,1,0,1,0,0,1.0,317.25,315.19,0
BP0010709,B002946,T0072,away,755,2,0,1,0,0,1.0,297.75,304.45,0
BP0010710,B002947,T0166,home,415,1,1,1,0,0,1.0,258.4,310.47,0
BP0010711,B002947,T0166,home,463,2,1,1,0,0,1.0,538.05,589.82,1
BP0010712,B002947,T0038,away,551,1,0,1,0,1,2.0,309.81,323.47,0
BP0010713,B002947,T0038,away,545,2,0,1,0,0,0.5,513.89,567.45,0
BP0010714,B002948,T0009,home,621,1,1,0,0,0,1.0,508.71,561.38,1
BP0010715,B002948,T0101,away,618,1,0,1,0,1,1.0,491.72,516.61,0
BP0010716,B002949,T0117,home,359,1,1,0,0,0,2.0,597.05,625.91,0
BP0010717,B002949,T0117,home,567,2,1,1,0,0,1.0,598.4,631.5,1
BP0010718,B002949,T0105,away,82,1,0,1,0,0,0.5,490.25,548.71,0
BP0010719,B002949,T0105,away,70,2,0,1,0,1,0.5,409.55,467.41,0
BP0010720,B002950,T0137,home,86,1,0,0,0,1,0.5,340.75,382.38,0
BP0010721,B002950,T0137,home,138,2,0,1,0,1,0.5,373.15,434.59,0
BP0010722,B002950,T0058,away,123,1,1,1,0,0,2.0,528.9,524.9,0
BP0010723,B002950,T0058,away,359,2,1,0,0,1,1.0,597.05,633.66,1
BP0010724,B002951,T0049,home,108,1,0,1,0,0,1.0,401.65,402.65,0
BP0010725,B002951,T0049,home,426,2,0,1,0,1,2.0,525.0,524.1,0
BP0010726,B002951,T0066,away,405,1,1,0,0,0,1.0,548.95,562.95,1
BP0010727,B002951,T0066,away,253,2,1,0,0,0,1.0,428.95,448.12,0
BP0010728,B002952,T0092,home,68,1,1,0,0,1,1.0,530.75,569.65,1
BP0010729,B002952,T0077,away,557,1,0,0,0,1,1.0,343.55,383.92,0
BP0010730,B002953,T0148,home,166,1,0,1,0,0,4.0,412.85,395.58,0
BP0010731,B002953,T0007,away,314,1,1,0,0,0,2.0,453.54,458.09,1
BP0010732,B002954,T0144,home,703,1,0,0,0,0,1.0,520.0,531.76,0
BP0010733,B002954,T0105,away,395,1,1,1,0,0,0.25,555.33,635.9,1
BP0010734,B002955,T0170,home,792,1,1,0,0,0,1.0,714.8,769.29,1
BP0010735,B002955,T0170,home,205,2,1,0,1,1,0.5,487.75,597.04,0
BP0010736,B002955,T0098,away,229,1,0,0,0,0,0.5,633.25,678.41,0
BP0010737,B002955,T0098,away,198,2,0,1,0,0,1.0,427.82,449.34,0
BP0010738,B002956,T0040,home,445,1,1,0,0,0,1.0,735.79,790.31,1
BP0010739,B002956,T0040,home,648,2,1,1,1,1,1.0,635.1,750.66,0
BP0010740,B002956,T0083,away,328,1,0,1,0,0,1.0,303.7,337.01,0
BP0010741,B002956,T0083,away,657,2,0,1,0,0,1.0,428.78,473.89,0
BP0010742,B002957,T0160,home,309,1,0,1,0,0,1.0,312.0,335.5,0
BP0010743,B002957,T0160,home,633,2,0,1,0,0,1.0,314.86,334.68,0
BP0010744,B002957,T0160,home,441,3,0,1,1,1,1.0,435.33,491.67,0
BP0010745,B002957,T0110,away,20,1,1,0,1,0,1.0,435.67,490.83,0
BP0010746,B002957,T0110,away,233,2,1,0,1,0,1.0,539.6,596.99,1
BP0010747,B002957,T0110,away,744,3,1,1,0,0,0.5,296.65,350.96,0
BP0010748,B002958,T0120,home,284,1,1,0,0,0,0.25,479.2,533.12,0
BP0010749,B002958,T0120,home,474,2,1,0,0,0,2.0,564.6,558.84,1
BP0010750,B002958,T0083,away,158,1,0,1,0,0,1.0,330.06,362.66,0
BP0010751,B002958,T0083,away,589,2,0,1,0,1,1.0,516.95,564.8,0
BP0010752,B002959,T0061,home,738,1,1,1,0,1,1.0,525.11,548.0,0
BP0010753,B002959,T0061,home,713,2,1,0,0,0,1.0,540.67,569.69,1
BP0010754,B002959,T0130,away,282,1,0,1,0,0,2.0,653.35,685.68,0
BP0010755,B002959,T0130,away,331,2,0,1,0,0,2.0,350.5,381.7,0
BP0010756,B002960,T0093,home,550,1,1,0,0,1,1.0,485.87,539.82,0
BP0010757,B002960,T0093,home,76,2,1,0,0,0,1.0,520.5,555.13,1
BP0010758,B002960,T0009,away,593,1,0,1,0,0,1.0,504.25,516.34,0
BP0010759,B002960,T0009,away,255,2,0,1,0,0,1.0,325.75,351.23,0
BP0010760,B002961,T0080,home,795,1,1,0,1,1,0.5,604.48,717.29,1
BP0010761,B002961,T0028,away,147,1,0,1,0,1,1.0,315.67,350.44,0
BP0010762,B002962,T0051,home,471,1,1,0,0,0,1.0,551.95,561.63,1
BP0010763,B002962,T0051,home,211,2,1,1,0,0,1.0,465.3,475.8,0
BP0010764,B002962,T0051,home,495,3,1,1,0,1,1.0,324.16,345.68,0
BP0010765,B002962,T0099,away,652,1,0,1,0,1,1.0,556.74,585.12,0
BP0010766,B002962,T0099,away,236,2,0,1,0,1,1.0,220.5,250.06,0
BP0010767,B002962,T0099,away,539,3,0,1,0,1,1.0,492.7,517.62,0
BP0010768,B002963,T0110,home,744,1,0,1,0,0,2.0,296.65,307.46,0
BP0010769,B002963,T0111,away,103,1,1,0,0,1,1.0,554.4,589.49,1
BP0010770,B002964,T0083,home,158,1,1,0,0,0,0.5,330.06,409.4,1
BP0010771,B002964,T0026,away,238,1,0,1,0,1,2.0,325.1,352.75,0
BP0010772,B002965,T0048,home,581,1,0,0,1,0,0.5,498.62,597.7,0
BP0010773,B002965,T0048,home,375,2,0,1,0,1,1.0,440.0,490.6,0
BP0010774,B002965,T0001,away,392,1,1,0,0,1,2.0,562.63,581.24,0
BP0010775,B002965,T0001,away,373,2,1,0,0,0,0.5,737.25,787.61,1
BP0010776,B002966,T0073,home,606,1,1,0,0,0,2.0,508.3,540.95,0
BP0010777,B002966,T0073,home,51,2,1,1,0,0,1.0,451.45,477.34,0
BP0010778,B002966,T0073,home,530,3,1,1,0,1,1.0,538.11,586.54,1
BP0010779,B002966,T0069,away,114,1,0,1,0,1,1.0,459.2,481.52,0
BP0010780,B002966,T0069,away,709,2,0,1,0,1,2.0,497.87,517.17,0
BP0010781,B002966,T0069,away,548,3,0,1,0,1,1.0,293.95,333.92,0
BP0010782,B002967,T0060,home,431,1,0,1,0,0,1.0,329.15,395.84,0
BP0010783,B002967,T0114,away,435,1,1,0,0,1,2.0,505.02,528.09,1
BP0010784,B002968,T0097,home,543,1,0,1,0,1,1.0,274.89,310.36,0
BP0010785,B002968,T0097,home,547,2,0,1,0,0,0.5,507.33,546.01,0
BP0010786,B002968,T0064,away,5,1,1,0,0,0,2.0,427.15,442.29,0
BP0010787,B002968,T0064,away,715,2,1,0,0,0,0.25,565.77,646.19,1
BP0010788,B002969,T0016,home,303,1,1,1,0,0,0.5,503.15,564.41,1
BP0010789,B002969,T0016,home,159,2,1,0,0,0,1.0,425.61,472.13,0
BP0010790,B002969,T0016,home,219,3,1,0,0,1,1.0,449.8,488.05,0
BP0010791,B002969,T0156,away,665,1,0,1,0,1,1.0,223.89,229.32,0
BP0010792,B002969,T0156,away,670,2,0,1,0,0,0.5,582.14,601.24,0
BP0010793,B002969,T0156,away,664,3,0,0,0,1,1.0,210.9,234.73,0
BP0010794,B002970,T0040,home,647,1,0,0,0,0,1.0,612.33,681.94,0
BP0010795,B002970,T0040,home,333,2,0,1,1,1,1.0,325.2,444.93,0
BP0010796,B002970,T0040,home,288,3,0,1,1,1,1.0,465.2,566.15,0
BP0010797,B002970,T0013,away,635,1,1,0,0,1,1.0,630.86,669.92,1
BP0010798,B002970,T0013,away,510,2,1,0,0,1,1.0,471.46,510.99,0
BP0010799,B002970,T0013,away,539,3,1,0,0,0,1.0,492.7,515.35,0
BP0010800,B002971,T0164,home,374,1,0,1,0,0,0.5,314.0,364.75,0
BP0010801,B002971,T0164,home,8,2,0,0,0,0,1.0,424.11,473.26,0
BP0010802,B002971,T0164,home,556,3,0,1,0,0,2.0,483.78,522.95,0
BP0010803,B002971,T0160,away,156,1,1,1,0,0,1.0,427.15,446.02,0
BP0010804,B002971,T0160,away,137,2,1,0,0,1,1.0,413.6,437.67,0
BP0010805,B002971,T0160,away,277,3,1,0,1,1,1.0,482.8,522.85,1
BP0010806,B002972,T0180,home,709,1,0,1,0,1,2.0,497.87,514.61,0
BP0010807,B002972,T0180,home,478,2,0,1,0,1,2.0,506.6,516.16,0
BP0010808,B002972,T0028,away,373,1,1,0,0,1,1.0,737.25,755.61,1
BP0010809,B002972,T0028,away,147,2,1,1,0,1,1.0,315.67,348.8,0
BP0010810,B002973,T0057,home,157,1,0,1,0,1,1.0,562.87,612.94,0
BP0010811,B002973,T0057,home,513,2,0,0,0,1,1.0,332.82,383.69,0
BP0010812,B002973,T0022,away,94,1,1,0,0,0,2.0,636.95,612.42,1
BP0010813,B002973,T0022,away,634,2,1,1,0,1,0.25,440.86,504.29,0
BP0010814,B002974,T0085,home,203,1,0,0,0,0,1.0,479.15,525.68,0
BP0010815,B002974,T0102,away,523,1,1,1,0,1,0.5,525.82,585.9,1
BP0010816,B002975,T0150,home,680,1,1,0,0,1,0.25,471.45,551.36,0
BP0010817,B002975,T0150,home,468,2,1,1,0,0,0.25,574.2,635.19,1
BP0010818,B002975,T0150,home,747,3,1,1,0,0,0.5,320.24,373.75,0
BP0010819,B002975,T0146,away,798,1,0,1,0,0,2.0,607.06,595.68,0
BP0010820,B002975,T0146,away,176,2,0,1,0,0,0.25,424.2,478.78,0
BP0010821,B002976,T0013,home,539,1,1,1,0,0,1.0,492.7,533.69,0
BP0010822,B002976,T0013,home,484,2,1,0,1,0,2.0,714.5,751.73,1
BP0010823,B002976,T0085,away,203,1,0,1,0,0,1.0,479.15,513.42,0
BP0010824,B002976,T0085,away,87,2,0,0,0,1,1.0,498.25,537.98,0
BP0010825,B002977,T0020,home,687,1,1,0,0,1,1.0,506.82,549.13,1
BP0010826,B002977,T0171,away,683,1,0,1,0,1,1.0,482.9,513.64,0
BP0010827,B002978,T0046,home,47,1,0,1,0,1,0.5,423.2,462.35,0
BP0010828,B002978,T0046,home,689,2,0,1,0,0,2.0,525.91,512.63,0
BP0010829,B002978,T0046,home,345,3,0,1,0,1,0.5,370.29,431.54,0
BP0010830,B002978,T0123,away,281,1,1,0,0,1,1.0,293.85,319.89,0
BP0010831,B002978,T0123,away,716,2,1,1,0,1,1.0,713.56,731.98,1
BP0010832,B002978,T0123,away,303,3,1,0,0,1,1.0,503.15,514.33,0
BP0010833,B002979,T0090,home,407,1,0,0,0,0,2.0,544.05,540.76,0
BP0010834,B002979,T0090,home,413,2,0,1,0,0,1.0,441.59,438.25,0
BP0010835,B002979,T0147,away,145,1,1,1,0,0,1.0,611.0,644.39,1
BP0010836,B002979,T0147,away,46,2,1,0,0,1,1.0,298.1,367.43,0
BP0010837,B002980,T0147,home,596,1,1,1,1,1,1.0,499.22,613.75,1
BP0010838,B002980,T0147,home,430,2,1,0,0,0,1.0,531.12,595.34,0
BP0010839,B002980,T0131,away,96,1,0,1,0,0,2.0,344.38,358.31,0
BP0010840,B002980,T0131,away,710,2,0,1,0,0,1.0,351.65,389.88,0
BP0010841,B002981,T0056,home,255,1,0,1,0,1,0.5,325.75,372.37,0
BP0010842,B002981,T0056,home,218,2,0,1,0,1,0.5,262.0,320.72,0
BP0010843,B002981,T0091,away,392,1,1,0,0,1,0.5,562.63,608.65,1
BP0010844,B002981,T0091,away,219,2,1,0,0,1,1.0,449.8,482.3,0
BP0010845,B002982,T0173,home,472,1,0,1,1,1,0.25,539.0,659.85,0
BP0010846,B002982,T0173,home,174,2,0,0,0,0,1.0,220.5,271.34,0
BP0010847,B002982,T0005,away,38,1,1,0,0,1,2.0,533.21,553.32,1
BP0010848,B002982,T0005,away,594,2,1,0,0,0,1.0,496.05,536.71,0
BP0010849,B002983,T0028,home,147,1,0,1,0,1,0.5,315.67,358.39,0
BP0010850,B002983,T0031,away,662,1,1,0,1,1,0.5,403.77,463.88,1
BP0010851,B002984,T0039,home,534,1,1,0,0,0,1.0,531.6,561.16,0
BP0010852,B002984,T0039,home,700,2,1,0,0,1,1.0,552.25,593.5,1
BP0010853,B002984,T0039,home,439,3,1,1,0,1,1.0,328.3,355.03,0
BP0010854,B002984,T0016,away,219,1,0,1,0,1,4.0,449.8,437.03,0
BP0010855,B002984,T0016,away,322,2,0,1,1,1,2.0,319.65,358.16,0
BP0010856,B002984,T0016,away,745,3,0,1,0,0,2.0,514.04,510.33,0
BP0010857,B002985,T0083,home,452,1,1,0,0,0,1.0,527.6,562.88,1
BP0010858,B002985,T0002,away,597,1,0,1,0,1,4.0,316.95,297.78,0
BP0010859,B002986,T0042,home,596,1,1,0,0,1,1.0,499.22,549.65,0
BP0010860,B002986,T0042,home,541,2,1,0,0,1,2.0,397.33,419.94,0
BP0010861,B002986,T0042,home,139,3,1,0,0,0,0.5,520.55,581.91,1
BP0010862,B002986,T0034,away,272,1,0,1,0,1,1.0,504.6,545.54,0
BP0010863,B002986,T0034,away,460,2,0,1,1,1,1.0,617.91,686.34,0
BP0010864,B002987,T0116,home,256,1,1,0,0,1,0.5,424.4,479.96,1
BP0010865,B002987,T0078,away,417,1,0,1,0,0,1.0,427.5,458.34,0
BP0010866,B002988,T0163,home,209,1,1,1,0,0,2.0,315.5,315.38,0
BP0010867,B002988,T0163,home,496,2,1,0,0,0,1.0,434.51,461.38,0
BP0010868,B002988,T0163,home,169,3,1,1,0,1,1.0,566.05,604.14,1
BP0010869,B002988,T0010,away,34,1,0,1,0,1,1.0,531.26,560.26,0
BP0010870,B002988,T0010,away,406,2,0,1,0,1,1.0,296.1,307.25,0
BP0010871,B002988,T0010,away,49,3,0,0,0,1,1.0,475.25,496.05,0
BP0010872,B002989,T0110,home,652,1,1,0,0,1,2.0,556.74,557.86,0
BP0010873,B002989,T0110,home,233,2,1,0,0,0,1.0,539.6,574.58,1
BP0010874,B002989,T0017,away,374,1,0,1,0,1,0.5,314.0,360.0,0
BP0010875,B002989,T0017,away,625,2,0,1,0,0,1.0,516.65,538.82,0
BP0010876,B002990,T0064,home,278,1,0,1,1,0,1.0,288.1,360.27,0
BP0010877,B002990,T0035,away,527,1,1,0,1,0,1.0,341.44,373.01,1
BP0010878,B002991,T0124,home,225,1,0,1,0,1,1.0,348.7,387.0,0
BP0010879,B002991,T0124,home,564,2,0,1,0,0,1.0,371.73,389.86,0
BP0010880,B002991,T0165,away,15,1,1,1,0,0,1.0,531.65,552.89,1
BP0010881,B002991,T0165,away,224,2,1,0,0,0,1.0,501.3,537.41,0
BP0010882,B002992,T0048,home,127,1,1,0,0,0,1.0,634.25,682.27,1
BP0010883,B002992,T0125,away,510,1,0,1,0,0,0.25,471.46,540.2,0
BP0010884,B002993,T0075,home,585,1,0,0,0,1,0.5,354.3,411.8,0
BP0010885,B002993,T0009,away,621,1,1,0,0,0,0.5,508.71,553.43,1
BP0010886,B002994,T0148,home,177,1,0,1,0,0,1.0,338.25,364.26,0
BP0010887,B002994,T0025,away,53,1,1,0,1,0,1.0,466.3,525.7,1
BP0010888,B002995,T0065,home,466,1,1,0,0,1,1.0,569.24,621.98,1
BP0010889,B002995,T0052,away,29,1,0,0,0,0,1.0,289.03,327.88,0
BP0010890,B002996,T0169,home,668,1,0,1,0,1,1.0,536.34,565.13,0
BP0010891,B002996,T0169,home,77,2,0,1,0,1,1.0,433.35,467.74,0
BP0010892,B002996,T0031,away,467,1,1,0,0,1,1.0,568.46,579.94,0
BP0010893,B002996,T0031,away,260,2,1,0,0,0,1.0,665.9,675.5,1
BP0010894,B002997,T0031,home,260,1,0,0,0,0,1.0,665.9,665.28,0
BP0010895,B002997,T0068,away,18,1,1,1,1,1,1.0,612.47,684.43,1
BP0010896,B002998,T0079,home,464,1,1,0,0,0,2.0,563.25,583.07,0
BP0010897,B002998,T0079,home,362,2,1,0,0,0,2.0,609.6,627.41,1
BP0010898,B002998,T0091,away,392,1,0,1,0,1,0.5,562.63,610.74,0
BP0010899,B002998,T0091,away,219,2,0,1,0,1,1.0,449.8,464.42,0
BP0010900,B002999,T0037,home,326,1,0,1,0,0,1.0,496.3,507.58,0
BP0010901,B002999,T0157,away,257,1,1,1,1,1,0.5,662.8,758.52,1
BP0010902,B003000,T0060,home,678,1,0,1,0,0,0.5,492.87,563.69,0
BP0010903,B003000,T0060,home,431,2,0,1,0,0,2.0,329.15,370.55,0
BP0010904,B003000,T0044,away,342,1,1,0,0,0,2.0,491.6,494.82,0
BP0010905,B003000,T0044,away,319,2,1,0,0,0,2.0,590.8,589.87,1
BP0010906,B003001,T0150,home,680,1,1,1,1,1,2.0,471.45,511.0,1
BP0010907,B003001,T0039,away,183,1,0,1,0,1,1.0,262.4,291.12,0
BP0010908,B003002,T0111,home,699,1,0,0,0,0,0.5,546.63,603.31,0
BP0010909,B003002,T0051,away,251,1,1,0,0,1,2.0,630.0,617.71,1
BP0010910,B003003,T0055,home,448,1,1,0,1,0,2.0,657.94,683.03,1
BP0010911,B003003,T0055,home,233,2,1,0,0,0,2.0,539.6,541.82,0
BP0010912,B003003,T0055,home,623,3,1,1,0,1,0.25,507.97,577.94,0
BP0010913,B003003,T0030,away,181,1,0,1,0,1,1.0,638.6,676.02,0
BP0010914,B003003,T0030,away,521,2,0,1,0,0,1.0,516.36,546.67,0
BP0010915,B003003,T0030,away,712,3,0,0,0,0,2.0,319.88,334.44,0
BP0010916,B003004,T0143,home,782,1,0,0,0,0,1.0,315.3,331.28,0
BP0010917,B003004,T0173,away,472,1,1,0,0,1,0.5,539.0,608.99,1
BP0010918,B003005,T0049,home,706,1,1,0,0,0,1.0,630.4,638.67,1
BP0010919,B003005,T0106,away,468,1,0,1,0,0,0.5,574.2,637.96,0
BP0010920,B003006,T0062,home,252,1,0,1,1,1,0.5,328.35,413.11,0
BP0010921,B003006,T0062,home,229,2,0,1,0,0,0.5,633.25,667.06,0
BP0010922,B003006,T0062,home,246,3,0,1,0,0,4.0,315.04,282.58,0
BP0010923,B003006,T0023,away,694,1,1,0,0,0,1.0,306.63,328.85,0
BP0010924,B003006,T0023,away,82,2,1,1,0,0,0.5,490.25,522.46,0
BP0010925,B003006,T0023,away,514,3,1,1,0,0,0.5,524.86,576.25,1
BP0010926,B003007,T0035,home,681,1,1,0,0,0,0.25,544.7,603.56,1
BP0010927,B003007,T0035,home,628,2,1,1,0,0,1.0,538.19,563.46,0
BP0010928,B003007,T0103,away,434,1,0,1,1,1,0.5,348.42,440.53,0
BP0010929,B003007,T0103,away,569,2,0,0,1,1,0.5,498.7,587.68,0
BP0010930,B003008,T0134,home,354,1,0,1,0,0,0.25,584.55,646.42,0
BP0010931,B003008,T0134,home,559,2,0,0,0,1,1.0,365.76,401.61,0
BP0010932,B003008,T0041,away,289,1,1,1,1,0,1.0,707.3,769.45,1
BP0010933,B003008,T0041,away,561,2,1,1,0,1,1.0,517.48,568.63,0
BP0010934,B003009,T0022,home,94,1,1,1,0,0,1.0,636.95,625.6,1
BP0010935,B003009,T0022,home,581,2,1,0,1,0,0.5,498.62,556.47,0
BP0010936,B003009,T0061,away,508,1,0,1,0,0,1.0,527.15,552.06,0
BP0010937,B003009,T0061,away,172,2,0,1,0,1,1.0,218.15,252.25,0
BP0010938,B003010,T0109,home,588,1,0,1,0,0,1.0,332.95,375.6,0
BP0010939,B003010,T0109,home,174,2,0,1,1,1,1.0,220.5,306.68,0
BP0010940,B003010,T0150,away,338,1,1,0,0,0,0.5,484.75,534.58,0
BP0010941,B003010,T0150,away,569,2,1,1,0,0,1.0,498.7,540.74,1
BP0010942,B003011,T0054,home,479,1,1,0,0,1,1.0,546.57,586.26,0
BP0010943,B003011,T0054,home,466,2,1,1,0,1,1.0,569.24,609.19,1
BP0010944,B003011,T0031,away,662,1,0,1,0,1,0.5,403.77,434.45,0
BP0010945,B003012,T0153,home,413,1,1,0,0,1,1.0,441.59,497.26,1
BP0010946,B003012,T0153,home,387,2,1,0,0,1,1.0,333.11,392.49,0
BP0010947,B003012,T0104,away,339,1,0,0,0,1,1.0,303.69,321.85,0
BP0010948,B003012,T0104,away,444,2,0,1,0,1,1.0,433.69,455.51,0
BP0010949,B003013,T0057,home,513,1,0,1,1,1,0.5,332.82,427.59,0
BP0010950,B003013,T0005,away,38,1,1,1,1,1,0.5,533.21,642.86,1
BP0010951,B003014,T0102,home,106,1,0,1,0,0,1.0,483.04,507.71,0
BP0010952,B003014,T0102,home,117,2,0,1,0,0,2.0,465.3,475.79,0
BP0010953,B003014,T0142,away,384,1,1,0,0,0,1.0,818.45,849.47,1
BP0010954,B003014,T0142,away,736,2,1,0,0,0,1.0,315.08,352.86,0
BP0010955,B003015,T0157,home,233,1,0,1,0,0,1.0,539.6,577.3,0
BP0010956,B003015,T0066,away,553,1,1,0,0,1,0.5,548.15,589.88,1
BP0010957,B003016,T0107,home,139,1,0,0,0,1,0.5,520.55,565.3,0
BP0010958,B003016,T0037,away,260,1,1,1,0,1,0.5,665.9,710.36,1
BP0010959,B003017,T0108,home,792,1,0,1,0,0,1.0,714.8,771.97,0
BP0010960,B003017,T0108,home,690,2,0,1,0,0,1.0,333.9,377.75,0
BP0010961,B003017,T0076,away,72,1,1,0,0,0,1.0,354.4,403.58,0
BP0010962,B003017,T0076,away,791,2,1,0,0,0,0.5,714.8,773.66,1
